time,latitude,longitude,ektrx,ektry
UTC,degrees_north,degrees_east,kg m-1 s-1,kg m-1 s-1
1970-01-19T00:00:00Z,11.5,75.5,2592.8972,2276.6448
1970-01-19T06:00:00Z,11.5,75.5,3298.763,3806.6938
1970-01-19T12:00:00Z,11.5,75.5,954.31726,-782.98224
1970-01-19T18:00:00Z,11.5,75.5,4679.755,5994.128
1970-01-20T00:00:00Z,11.5,75.5,1318.8687,1658.1251
1970-01-20T06:00:00Z,11.5,75.5,2752.1726,2752.1846
1970-01-20T12:00:00Z,11.5,75.5,-236.93921,125.32807
1970-01-20T18:00:00Z,11.5,75.5,665.9286,512.1498
1970-01-21T00:00:00Z,11.5,75.5,-463.75696,1804.4631
1970-01-21T06:00:00Z,11.5,75.5,-248.65047,351.7891
1970-01-21T12:00:00Z,11.5,75.5,-873.68,-810.8356
1970-01-21T18:00:00Z,11.5,75.5,591.4213,1686.9169
1970-01-22T00:00:00Z,11.5,75.5,140.5928,1065.458
1970-01-22T06:00:00Z,11.5,75.5,520.6525,-127.40838
1970-01-22T12:00:00Z,11.5,75.5,-3670.2783,-7688.0728
1970-01-22T18:00:00Z,11.5,75.5,-1915.3054,3666.4055
1970-01-23T00:00:00Z,11.5,75.5,458.86816,-38.737736
1970-01-23T06:00:00Z,11.5,75.5,506.51553,122.114784
1970-01-23T12:00:00Z,11.5,75.5,-2504.6885,-1221.3623
1970-01-23T18:00:00Z,11.5,75.5,855.8699,654.5929
1970-01-24T00:00:00Z,11.5,75.5,1436.017,462.3467
1970-01-24T06:00:00Z,11.5,75.5,1154.212,-440.26794
1970-01-24T12:00:00Z,11.5,75.5,-3120.7026,-1829.5776
1970-01-24T18:00:00Z,11.5,75.5,914.6123,1017.47217
1970-01-25T00:00:00Z,11.5,75.5,-639.10754,523.5851
1970-01-25T06:00:00Z,11.5,75.5,231.80322,260.61774
1970-01-25T12:00:00Z,11.5,75.5,-1532.3103,-592.2907
1970-01-25T18:00:00Z,11.5,75.5,81.98081,269.09277
1970-01-26T00:00:00Z,11.5,75.5,40.674015,289.23346
1970-01-26T06:00:00Z,11.5,75.5,405.65884,854.5216
1970-01-26T12:00:00Z,11.5,75.5,-673.59985,-471.6474
1970-01-26T18:00:00Z,11.5,75.5,-462.6388,-81.78162
1970-01-27T00:00:00Z,11.5,75.5,47.827873,538.06647
1970-01-27T06:00:00Z,11.5,75.5,16.62383,-19.02192
1970-01-27T12:00:00Z,11.5,75.5,-3275.865,-1802.3386
1970-01-27T18:00:00Z,11.5,75.5,-145.5434,-106.41507
1970-01-28T00:00:00Z,11.5,75.5,-324.61554,-357.29965
1970-01-28T06:00:00Z,11.5,75.5,614.8835,-501.54773
1970-01-28T12:00:00Z,11.5,75.5,-3448.5793,-6513.575
1970-01-28T18:00:00Z,11.5,75.5,300.6184,225.38725
1970-01-29T00:00:00Z,11.5,75.5,-298.21585,969.5883
1970-01-29T06:00:00Z,11.5,75.5,1142.5273,845.67645
1970-01-29T12:00:00Z,11.5,75.5,57.012623,-101.0529
1970-01-29T18:00:00Z,11.5,75.5,2032.1888,1890.5458
1970-01-30T00:00:00Z,11.5,75.5,2343.5044,4311.194
1970-01-30T06:00:00Z,11.5,75.5,1784.312,2580.222
1970-01-30T12:00:00Z,11.5,75.5,419.95935,-482.09497
1970-01-30T18:00:00Z,11.5,75.5,2855.5781,1432.6298
1970-01-31T00:00:00Z,11.5,75.5,403.1901,1062.0509
1970-01-31T06:00:00Z,11.5,75.5,1561.569,990.4243
1970-01-31T12:00:00Z,11.5,75.5,901.4194,670.47345
1970-01-31T18:00:00Z,11.5,75.5,946.1312,539.86383
1970-02-01T00:00:00Z,11.5,75.5,2407.7063,2445.7095
1970-02-01T06:00:00Z,11.5,75.5,2407.7063,2445.7095
1970-02-01T12:00:00Z,11.5,75.5,-179.72832,-276.3193
1970-02-01T18:00:00Z,11.5,75.5,5726.438,1699.44
1970-02-02T00:00:00Z,11.5,75.5,1653.7356,1942.4987
1970-02-02T06:00:00Z,11.5,75.5,-21310.842,13411.039
1970-02-02T12:00:00Z,11.5,75.5,2045.6813,-1173.5671
1970-02-02T18:00:00Z,11.5,75.5,2566.1416,2678.6975
1970-02-03T00:00:00Z,11.5,75.5,-58.322063,915.9865
1970-02-03T06:00:00Z,11.5,75.5,2820.56,2852.8613
1970-02-03T12:00:00Z,11.5,75.5,-7310.354,-1457.2253
1970-02-03T18:00:00Z,11.5,75.5,-901.5743,149.77274
1970-02-04T00:00:00Z,11.5,75.5,748.14484,4673.9204
1970-02-04T06:00:00Z,11.5,75.5,1973.3357,2529.6475
1970-02-04T12:00:00Z,11.5,75.5,213.73026,-402.2044
1970-02-04T18:00:00Z,11.5,75.5,2475.5356,4078.3787
1970-02-05T00:00:00Z,11.5,75.5,3457.8809,-677.13416
1970-02-05T06:00:00Z,11.5,75.5,3431.462,1542.5476
1970-02-05T12:00:00Z,11.5,75.5,1177.9127,-241.00119
1970-02-05T18:00:00Z,11.5,75.5,3820.9895,3219.8357
1970-02-06T00:00:00Z,11.5,75.5,3765.1294,8604.959
1970-02-06T06:00:00Z,11.5,75.5,1153.7659,1200.558
1970-02-06T12:00:00Z,11.5,75.5,1162.6171,-2204.2031
1970-02-06T18:00:00Z,11.5,75.5,5462.0586,7107.8486
1970-02-07T00:00:00Z,11.5,75.5,8045.3086,7721.631
1970-02-07T06:00:00Z,11.5,75.5,5205.676,3455.173
1970-02-07T12:00:00Z,11.5,75.5,4345.3,-195.78868
1970-02-07T18:00:00Z,11.5,75.5,3836.5525,4577.164
1970-02-08T00:00:00Z,11.5,75.5,1019.585,4123.969
1970-02-08T06:00:00Z,11.5,75.5,3859.595,5771.9893
1970-02-08T12:00:00Z,11.5,75.5,1273.0801,-92.24914
1970-02-08T18:00:00Z,11.5,75.5,4772.289,6955.5938
1970-02-09T00:00:00Z,11.5,75.5,5663.723,7108.429
1970-02-09T06:00:00Z,11.5,75.5,4395.314,8083.025
1970-02-09T12:00:00Z,11.5,75.5,35.679268,15.991779
1970-02-09T18:00:00Z,11.5,75.5,1269.62,3435.313
1970-02-10T00:00:00Z,11.5,75.5,3359.5696,4978.5645
1970-02-10T06:00:00Z,11.5,75.5,2939.9421,4981.3574
1970-02-10T12:00:00Z,11.5,75.5,2549.3855,-571.786
1970-02-10T18:00:00Z,11.5,75.5,3427.1187,2488.8718
1970-02-11T00:00:00Z,11.5,75.5,4008.7234,2785.8972
1970-02-11T06:00:00Z,11.5,75.5,2407.239,5685.677
1970-02-11T12:00:00Z,11.5,75.5,-799.60376,-1446.3256
1970-02-11T18:00:00Z,11.5,75.5,1137.5421,1310.0018
1970-02-12T00:00:00Z,11.5,75.5,1318.182,1345.2571
1970-02-12T06:00:00Z,11.5,75.5,2296.112,1949.8168
1970-02-12T12:00:00Z,11.5,75.5,596.78326,-641.1762
1970-02-12T18:00:00Z,11.5,75.5,1710.987,2456.4739
1970-02-13T00:00:00Z,11.5,75.5,506.0827,3554.5498
1970-02-13T06:00:00Z,11.5,75.5,2659.4656,2011.7445
1970-02-13T12:00:00Z,11.5,75.5,4287.4844,-3324.5027
1970-02-13T18:00:00Z,11.5,75.5,3573.5989,1395.8462
1970-02-14T00:00:00Z,11.5,75.5,2803.6228,3947.2651
1970-02-14T06:00:00Z,11.5,75.5,1073.6416,1089.6896
1970-02-14T12:00:00Z,11.5,75.5,154.11191,410.73285
1970-02-14T18:00:00Z,11.5,75.5,2044.8922,1781.0149
1970-02-15T00:00:00Z,11.5,75.5,3846.392,3054.3247
1970-02-15T06:00:00Z,11.5,75.5,4534.816,3666.4785
1970-02-15T12:00:00Z,11.5,75.5,1098.7059,-542.3122
1970-02-15T18:00:00Z,11.5,75.5,2641.2625,2973.4072
1970-02-16T00:00:00Z,11.5,75.5,2407.5083,4095.8735
1970-02-16T06:00:00Z,11.5,75.5,2346.351,1567.194
1970-02-16T12:00:00Z,11.5,75.5,1556.5034,-1326.8191
1970-02-16T18:00:00Z,11.5,75.5,2350.7634,2893.4604
1970-02-17T00:00:00Z,11.5,75.5,2011.2894,1847.149
1970-02-17T06:00:00Z,11.5,75.5,2250.173,2530.876
1970-02-17T12:00:00Z,11.5,75.5,228.77443,-1541.6437
1970-02-17T18:00:00Z,11.5,75.5,351.8756,-159.60504
1970-02-18T00:00:00Z,11.5,75.5,1340.5238,486.55267
1970-02-18T06:00:00Z,11.5,75.5,872.8,663.5118
1970-02-18T12:00:00Z,11.5,75.5,-535.6422,115.87221
1970-02-18T18:00:00Z,11.5,75.5,1303.5988,726.3734
1970-02-19T00:00:00Z,11.5,75.5,1013.75195,2130.5686
1970-02-19T06:00:00Z,11.5,75.5,286.68228,1485.1622
1970-02-19T12:00:00Z,11.5,75.5,315.97098,-553.3043
1970-02-19T18:00:00Z,11.5,75.5,1595.4303,1618.8181
1970-02-20T00:00:00Z,11.5,75.5,806.3061,1305.4321
1970-02-20T06:00:00Z,11.5,75.5,362.42163,143.18234
1970-02-20T12:00:00Z,11.5,75.5,-600.71783,-490.2132
1970-02-20T18:00:00Z,11.5,75.5,202.29083,322.53073
1970-02-21T00:00:00Z,11.5,75.5,-411.2092,157.03209
1970-02-21T06:00:00Z,11.5,75.5,-591.5314,-3153.128
1970-02-21T12:00:00Z,11.5,75.5,-1448.9424,-2362.423
1970-02-21T18:00:00Z,11.5,75.5,39.558113,-1498.1536
1970-02-22T00:00:00Z,11.5,75.5,-290.66998,70.44675
1970-02-22T06:00:00Z,11.5,75.5,-436.14667,-103.80122
1970-02-22T12:00:00Z,11.5,75.5,12301.397,-60264.793
1970-02-22T18:00:00Z,11.5,75.5,-811.2453,-1330.5127
1970-02-23T00:00:00Z,11.5,75.5,250.12689,-571.4851
1970-02-23T06:00:00Z,11.5,75.5,-191.16443,34.815224
1970-02-23T12:00:00Z,11.5,75.5,-10700.707,-7542.527
1970-02-23T18:00:00Z,11.5,75.5,-841.43933,-188.95857
1970-02-24T00:00:00Z,11.5,75.5,-853.73065,403.9238
1970-02-24T06:00:00Z,11.5,75.5,1.4473791,161.99216
1970-02-24T12:00:00Z,11.5,75.5,4562.5894,-3081.4932
1970-02-24T18:00:00Z,11.5,75.5,6338.177,334.91473
1970-02-25T00:00:00Z,11.5,75.5,1487.943,789.9192
1970-02-25T06:00:00Z,11.5,75.5,470.04468,-102.56771
1970-02-25T12:00:00Z,11.5,75.5,-1885.0767,-3581.514
1970-02-25T18:00:00Z,11.5,75.5,0.9328697,-382.56937
1970-02-26T00:00:00Z,11.5,75.5,-569.6146,125.435295
1970-02-26T06:00:00Z,11.5,75.5,202.10718,-68.27481
1970-02-26T12:00:00Z,11.5,75.5,-4078.5928,-7030.119
1970-02-26T18:00:00Z,11.5,75.5,-91.242615,-360.8995
1970-02-27T00:00:00Z,11.5,75.5,815.1504,507.64072
1970-02-27T06:00:00Z,11.5,75.5,27.727491,74.52094
