time,latitude,longitude,uwnd,vwnd,nobs
UTC,degrees_north,degrees_east,m s-1,m s-1,count
2010-07-28T00:00:00Z,10.875,71.375,9.839468,2.8962948,1.0
2010-07-28T00:00:00Z,10.875,71.625,9.757065,2.7528536,1.0
2010-07-28T00:00:00Z,10.875,71.875,9.705182,2.624672,1.0
2010-07-28T00:00:00Z,10.875,72.125,9.696027,2.4476593,0.0
2010-07-28T00:00:00Z,11.125,68.125,10.922908,3.2075932,1.0
2010-07-28T00:00:00Z,11.125,68.375,10.788622,3.1373985,2.0
2010-07-28T00:00:00Z,11.125,68.625,10.632973,3.051944,2.0
2010-07-28T00:00:00Z,11.125,68.875,10.437649,2.9512298,2.0
2010-07-28T00:00:00Z,11.125,69.125,10.39187,2.9176586,2.0
2010-07-28T00:00:00Z,11.125,69.375,10.520051,2.9573338,2.0
2010-07-28T00:00:00Z,11.125,69.625,10.648232,2.9909053,2.0
2010-07-28T00:00:00Z,11.125,69.875,10.80083,3.0244765,2.0
2010-07-28T00:00:00Z,11.125,70.125,10.797778,3.0672038,2.0
2010-07-28T00:00:00Z,11.125,70.375,10.608558,3.116035,1.0
2010-07-28T00:00:00Z,11.125,70.625,10.425441,3.1740217,1.0
2010-07-28T00:00:00Z,11.125,70.875,10.248428,3.2533724,1.0
2010-07-28T00:00:00Z,11.125,71.125,10.098883,3.216749,1.0
2010-07-28T00:00:00Z,11.125,71.375,9.989013,3.0611,1.0
2010-07-28T00:00:00Z,11.125,71.625,9.903559,2.9085028,1.0
2010-07-28T00:00:00Z,11.125,71.875,9.836415,2.7620094,1.0
