"Year","Month","Dates","SSH.1","SSH.2","SSH.3","SSH.4","SSH.5","SSH.6","SSH.7","SSH.8","SSH.9","SSH.10","SSH.11","SSH.12","SSH.13","SSH.14"
"1992","10",1992-10-16 12:00:00,1.98308078765869,1.99055064519246,1.95916190033867,1.96787878990173,1.98180433978205,1.92832359313965,1.96622319698334,1.95856479644775,1.93493959903717,1.97621119022369,1.89385078907013,1.9077023935318,1.8712123966217,1.95263680723525
"1992","11",1992-11-16 00:00:00,1.99644839763641,2.00216135978699,1.99873000667209,2.00138839244843,2.05121607365816,1.98600838661194,1.98840679645538,1.99204039096832,1.95496480941772,2.03245278835297,1.9339240026474,1.94691119194031,1.91713438034058,1.99176845476799
"1992","12",1992-12-16 12:00:00,2.09500559806824,2.09682002067566,2.05227759906224,2.08251001358032,2.16050394721653,2.09111282348633,2.0815968132019,2.0030860042572,2.02830357551575,2.16921360969543,2.05128119468689,2.15734159469605,2.15202399253845,2.07651918204789
"1993","01",1993-01-16 12:00:00,2.08233120918274,2.093985303243,2.06309144837516,2.05526801109314,2.08410869473996,2.04999598503113,2.09298082351685,2.04737763404846,2.03128640174866,2.10005079269409,2.05277079582214,2.15080920219421,2.15287239074707,2.0640790782024
"1993","02",1993-02-15 00:00:00,2.02886037826538,2.0357306321462,2.04478573799133,2.01480400562286,2.0305626185044,1.99956597805023,2.02883719444275,2.02261681556702,1.98794320106506,2.04651080131531,2.04748438358307,2.06501320362091,2.12360836982727,2.02375484373152
"1993","03",1993-03-16 12:00:00,1.99582799434662,1.98568065961202,2.00505953175681,2.00972880840302,2.00906522895979,1.96929839134216,1.99332639694214,1.98980279445648,1.98991319179535,1.98859440803528,2.00023479938507,1.97772840023041,2.01539120197296,1.97040979518104
"1993","04",1993-04-16 00:00:00,1.97485479354858,1.98576997121175,2.02332570439293,2.03020921707153,2.00869396458501,1.98981158256531,2.01013559341431,2.02504557609558,2.02697800636292,2.01705681800842,2.02539279937744,1.99520761489868,1.99782159805298,1.97629484196299
"1993","05",1993-05-16 12:00:00,1.91713600158691,1.92801601886749,1.95404855977921,1.94453320503235,1.91257607936859,1.95900359630585,1.94638280391693,1.9488755941391,1.95096640110016,1.94610559940338,1.96619999885559,1.95894960403442,1.97531440734863,1.92308092854687
"1993","06",1993-06-16 00:00:00,1.89648679256439,1.8822173277537,1.9192138115565,1.92057239532471,1.90405043311741,1.93419158935547,1.91939399719238,1.91193400382996,1.90875880241394,1.90149321079254,1.90639800071716,1.89621201515198,1.90864481449127,1.9015868017354
"1993","07",1993-07-16 12:00:00,1.82840240001678,1.78255999883016,1.79766332535517,1.83230559825897,1.82790652565334,1.87657239437103,1.83478040218353,1.80315800666809,1.83578439712524,1.8294264125824,1.8587832069397,1.8426168012619,1.86405520439148,1.85590948149101
"1993","08",1993-08-16 12:00:00,1.80120399951935,1.78279600143433,1.8068714198612,1.81654359817505,1.82538217565288,1.81996680259705,1.79594878673553,1.7831683921814,1.80339681148529,1.82390919685364,1.80816121101379,1.8226451921463,1.82764001369476,1.8274895886785
"1993","09",1993-09-16 00:00:00,1.85882240772247,1.84951066970825,1.88571190834045,1.90551159858704,1.91285738737687,1.84043719291687,1.8375887966156,1.84897200584412,1.86603120803833,1.90527239322662,1.84064040184021,1.86667639732361,1.84062479972839,1.845551031152
"1993","10",1993-10-16 12:00:00,1.91100120067596,1.92267467975616,1.89994047369276,1.91637760162354,1.93619478267172,1.8727140045166,1.87836400508881,1.88268841266632,1.89501641273499,1.915829205513,1.87249561309814,1.89166920661926,1.88506680011749,1.87465030507943
"1993","11",1993-11-16 00:00:00,2.01029121398926,2.01315267086029,2.01951334590004,2.04700563430786,2.01379867221998,1.94957079410553,1.96945478439331,1.99872920513153,2.03542960643768,2.02489081859589,1.98891240596771,2.00063199996948,1.94918960571289,2.0047311266673
"1993","12",1993-12-16 12:00:00,2.02415599822998,2.00828861395518,2.0579800265176,2.0869183921814,2.0697021899016,1.98690762042999,1.97519478321075,2.01253321170807,2.0766635799408,2.08467921257019,2.05945680618286,2.08529399871826,2.05734038829803,2.02073845912501
